timestamp,sender_id,receiver_id,message_type,message_size,channel_number,user_priority,psid,sender_pos_x,sender_pos_y,sender_pos_z,sender_speed_x,sender_speed_y,sender_speed_z,sender_speed,sender_heading,receiver_pos_x,receiver_pos_y,receiver_pos_z,receiver_speed_x,receiver_speed_y,receiver_speed_z,receiver_speed,receiver_heading,distance,signal_strength,snr,sender_road_id,receiver_road_id,sender_lane_index,receiver_lane_index,message_data,message_serial,is_broadcast,is_beacon,is_accident,time_headway,relative_speed,same_lane,same_road
199.028845,2440754,262,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2155.287085,2084.733868,0.000000,-10.938099,6.439086,0.000000,12.692669,149.515350,283.395243,-1.000000,-1.000000,,23339459,0,0,,0,1,1,0,-1.000000,12.692669,0,0
199.028845,2440754,256,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2133.039848,2068.915407,0.000000,-6.841335,7.303133,0.000000,10.006978,133.130034,305.929113,-1.000000,-1.000000,,30405358#1,0,0,,0,1,1,0,-1.000000,10.006978,0,0
199.028845,2440754,250,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2113.235741,2047.774502,0.000000,-9.534279,10.177854,0.000000,13.946009,133.130034,327.271452,-1.000000,-1.000000,,30405358#1,0,0,,0,1,1,0,-1.000000,13.946009,0,0
199.028845,2440754,346,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.377861,1741.792235,0.000000,1.699058,-11.180665,0.000000,11.309026,-81.359217,340.594750,-1.000000,-1.000000,,113939244#2,0,0,,0,1,1,0,-1.000000,11.309026,0,0
199.028845,2440754,352,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2433.320219,1721.671397,0.000000,1.836908,-12.087790,0.000000,12.226566,-81.359217,360.747565,-1.000000,-1.000000,,113939244#2,0,0,,0,1,1,0,-1.000000,12.226566,0,0
199.028845,2440754,358,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2430.255085,1702.924887,0.000000,6.788846,-5.226821,0.000000,8.567852,-37.593140,379.547719,-1.000000,-1.000000,,:cluster_1291385694_36814051_6,0,0,,0,1,1,0,-1.000000,8.567852,0,0
199.028845,2440754,364,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2416.573429,1700.342698,0.000000,8.646100,-0.817546,0.000000,8.684666,-5.401638,382.675191,-1.000000,-1.000000,,-5445204#1,0,0,,0,1,1,0,-1.000000,8.684666,0,0
199.028845,2440754,166,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.059214,1664.906769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,417.480665,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028845,2440754,160,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.090793,1659.906001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,422.481142,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028845,2440754,154,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.122373,1654.905232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,427.481629,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028846,2440754,148,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.153952,1649.904464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,432.482124,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028846,2440754,142,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.185531,1644.903696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,437.482628,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028846,2440754,136,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.217110,1639.902928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,442.483140,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028846,2440754,130,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.248690,1634.902160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,447.483660,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.028846,2440754,400,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2402.663561,1586.109676,0.000000,-5.385814,-5.455087,0.000000,7.665831,-134.633884,497.574258,-1.000000,-1.000000,,-39539626,0,0,,0,1,1,0,-1.000000,7.665831,0,0
199.028846,2440754,406,BSM,42,178,7,-1,2438.672547,2082.379255,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2414.829382,1578.468065,0.000000,-1.997224,-0.733370,0.000000,2.127612,-159.837028,504.474959,-1.000000,-1.000000,,-39539626,0,0,,0,1,1,0,-1.000000,2.127612,0,0
199.106123,2379085,400,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2402.663561,1586.109676,0.000000,-5.385814,-5.455087,0.000000,7.665831,-134.633884,35.853439,-1.000000,-1.000000,,-39539626,0,0,,0,1,1,0,-1.000000,7.665831,0,0
199.106123,2379085,388,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2349.241422,1640.218942,0.000000,-9.557307,-9.680235,0.000000,13.603274,-134.633884,40.184299,-1.000000,-1.000000,,-39539626,0,0,,0,1,1,0,-1.000000,13.603274,0,0
